strain,length,country,year,lon,lat,date
AB271821,1019,Japan,2006,137.215474187347,35.5841761876056,2006/02/08
AB271822,1020,Japan,2006,137.215474187347,35.5841761876056,2006/02/08
AB271823,1016,Japan,2006,137.215474187347,35.5841761876056,2006/03/01
AB271824,1022,Japan,2006,137.215474187347,35.5841761876056,2006/03/02
AB271825,1029,Japan,2006,137.215474187347,35.5841761876056,2006/03/06
AB271827,1017,Japan,2006,137.215474187347,35.5841761876056,2006/03/22
AB271828,1027,Japan,2006,137.215474187347,35.5841761876056,2006/01/14
AB271829,1028,Japan,2006,137.215474187347,35.5841761876056,2006/01/20
AB271830,1028,Japan,2006,137.215474187347,35.5841761876056,2006/01/26
AB271832,1016,Japan,2006,137.215474187347,35.5841761876056,2006/01/28
AB271834,1007,Japan,2006,137.215474187347,35.5841761876056,2006/02/03
AB271835,1013,Japan,2006,137.215474187347,35.5841761876056,2006/02/13
AB271836,1016,Japan,2006,137.215474187347,35.5841761876056,2006/02/13
AB271837,1018,Japan,2006,137.215474187347,35.5841761876056,2006/02/24
AB271839,1017,Japan,2006,137.215474187347,35.5841761876056,2006/01/20
AB271840,1016,Japan,2006,137.215474187347,35.5841761876056,2006/01/20
AB271841,1021,Japan,2006,137.215474187347,35.5841761876056,2006/01/21
AB271842,1015,Japan,2006,137.215474187347,35.5841761876056,2006/01/24
AB271844,1007,Japan,2006,137.215474187347,35.5841761876056,2006/02/06
AB271846,1022,Japan,2006,137.215474187347,35.5841761876056,2006/02/10
AB271847,1020,Japan,2006,137.215474187347,35.5841761876056,2006/02/18
AB271850,1000,Japan,2006,137.215474187347,35.5841761876056,2006/03/15
AB289672,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/23
AB289673,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/28
AB289674,987,Japan,2006,137.215474187347,35.5841761876056,2006/02/06
AB289675,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/31
AB289676,987,Japan,2006,137.215474187347,35.5841761876056,2006/02/22
AB289677,987,Japan,2006,137.215474187347,35.5841761876056,2006/02/07
AB289678,987,Japan,2006,137.215474187347,35.5841761876056,2006/03/06
AB434111,1701,Japan,2006,137.215474187347,35.5841761876056,2006/02/03
AB434112,1701,Japan,2006,137.215474187347,35.5841761876056,2006/02/06
AB434113,1701,Japan,2006,137.215474187347,35.5841761876056,2006/02/08
AB434114,1701,Japan,2006,137.215474187347,35.5841761876056,2006/02/22
CY012792,1721,USA,2006,-73.94,40.67,2006/03/22
CY013232,1722,USA,2006,-73.94,40.67,2006/04/05
CY013797,1721,USA,2006,-73.94,40.67,2006/03/22
CY014159,1721,USA,2006,-73.94,40.67,2006/04/05
CY016995,1721,USA,2006,-73.94,40.67,2006/04/06
CY019325,1721,USA,2006,-73.94,40.67,2006/02/28
CY019333,1721,USA,2006,-73.94,40.67,2006/03/01
CY019827,1718,USA,2006,-73.94,40.67,2006/02/23
CY019835,1719,USA,2006,-73.94,40.67,2006/02/28
CY019851,1721,USA,2006,-73.94,40.67,2006/03/01
CY019859,1721,USA,2006,-73.94,40.67,2006/03/02
CY019939,1721,USA,2006,-73.94,40.67,2006/02/28
CY020061,1717,USA,2006,-73.94,40.67,2006/02/23
CY020069,1722,USA,2006,-73.94,40.67,2006/02/23
CY020077,1716,USA,2006,-73.94,40.67,2006/02/23
CY020085,1717,USA,2006,-73.94,40.67,2006/02/28
CY020093,1719,USA,2006,-73.94,40.67,2006/02/28
CY020101,1727,USA,2006,-73.94,40.67,2006/03/01
CY020109,1724,USA,2006,-73.94,40.67,2006/03/01
CY020117,1723,USA,2006,-73.94,40.67,2006/03/02
CY020125,1716,USA,2006,-73.94,40.67,2006/03/02
CY020133,1721,USA,2006,-73.94,40.67,2006/03/02
CY022876,1000,USA,2006,-95.7838929243731,37.0646915874415,2006/10/30
EF462552,1002,USA,2006,-97.51,35.47,2006/03
EF462553,1013,USA,2006,-97.51,35.47,2006/02/25
EF462554,1013,USA,2006,-97.51,35.47,2006/01/12
EF462555,1038,USA,2006,-97.51,35.47,2006/01/03
EF620023,1171,Taiwan,2006,120.967443330781,24.2464318735026,2006/03/25
EU100596,1066,USA,2006,-73.2,41.19,2006/09/27
EU100597,1066,USA,2006,-76.61,39.3,2006/08/21
EU100670,1114,USA,2006,-87.97,43.06,2006/12/16
EU100685,1120,USA,2006,-118.41,34.11,2006/12/08
EU100686,1120,USA,2006,-118.41,34.11,2006/12/08
EU100696,1106,USA,2006,-87.97,43.06,2006/12/27
EU100697,1106,USA,2006,-73.94,40.67,2006/11/29
EU100699,1106,USA,2006,-77.02,38.91,2006/12/19
EU100700,1109,USA,2006,-77.02,38.91,2006/12/18
EU100702,1701,Nepal,2006,84.837908027285,27.5806936674758,2006/12/19
EU100713,1653,USA,2006,-76.61,39.3,2006/12/17
EU100714,1653,USA,2006,-76.61,39.3,2006/12/12
EU100715,1701,USA,2006,-87.97,43.06,2006/12/15
EU100716,1653,USA,2006,-87.97,43.06,2006/12/16
EU124139,1013,Taiwan,2006,120.967443330781,24.2464318735026,2006/09/06
EU199252,1701,USA,2006,-85.7,42.89,2006/02/09
EU199255,1701,USA,2006,-104.87,39.77,2006/12/08
EU501855,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/18
EU501856,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/27
EU501857,987,Japan,2006,137.215474187347,35.5841761876056,2006/03/06
EU501858,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/06
EU501859,987,Japan,2006,137.215474187347,35.5841761876056,2006/03/03
EU501860,987,Japan,2006,137.215474187347,35.5841761876056,2006/03/16
EU501862,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/13
EU501868,987,China,2006,115.751455877455,33.8178483868483,2006/01/12
EU501869,987,China,2006,115.751455877455,33.8178483868483,2006/01/12
EU501870,987,China,2006,115.751455877455,33.8178483868483,2006/01/20
EU501871,987,China,2006,115.751455877455,33.8178483868483,2006/01/19
EU501872,987,China,2006,115.751455877455,33.8178483868483,2006/03/17
EU501884,987,South Korea,2006,127.515099340408,36.639213467055,2006/01/29
EU501885,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/05
EU501886,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/20
EU501887,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/13
EU501888,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/16
EU501889,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/26
EU501890,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/23
EU501891,987,Japan,2006,137.215474187347,35.5841761876056,2006/02/18
EU501892,987,Japan,2006,137.215474187347,35.5841761876056,2006/02/21
EU501893,987,Japan,2006,137.215474187347,35.5841761876056,2006/02/07
EU501894,987,Japan,2006,137.215474187347,35.5841761876056,2006/02/27
EU501897,987,South Korea,2006,127.515099340408,36.639213467055,2006/01/25
EU501898,987,South Korea,2006,127.515099340408,36.639213467055,2006/03/09
EU501899,987,South Korea,2006,127.515099340408,36.639213467055,2006/03/20
EU501900,987,South Korea,2006,127.515099340408,36.639213467055,2006/04/19
EU501901,987,South Korea,2006,127.515099340408,36.639213467055,2006/05/01
EU501903,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/17
EU501904,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/31
EU501905,987,USA,2006,-80.21,25.78,2006/01/19
EU501906,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/17
EU501907,987,Japan,2006,137.215474187347,35.5841761876056,2006/02/17
EU501908,987,Japan,2006,137.215474187347,35.5841761876056,2006/02/22
EU501909,987,Japan,2006,137.215474187347,35.5841761876056,2006/02/14
EU501910,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/06
EU501911,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/30
EU501912,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/07
EU501913,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/17
EU501914,987,Japan,2006,137.215474187347,35.5841761876056,2006/02/10
EU501915,987,Japan,2006,137.215474187347,35.5841761876056,2006/04/18
EU501916,987,South Korea,2006,127.515099340408,36.639213467055,2006/02/18
EU501917,987,South Korea,2006,127.515099340408,36.639213467055,2006/04/10
EU501918,987,China,2006,115.751455877455,33.8178483868483,2006/01/10
EU501919,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/14
EU501920,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/16
EU501921,987,Japan,2006,137.215474187347,35.5841761876056,2006/02/08
EU501922,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/10
EU501923,987,Japan,2006,137.215474187347,35.5841761876056,2006/02/17
EU501924,987,Japan,2006,137.215474187347,35.5841761876056,2006/03/14
EU501927,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/19
EU501928,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/19
EU501929,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/25
EU501931,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/26
EU501932,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/24
EU501933,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/20
EU501934,987,Japan,2006,137.215474187347,35.5841761876056,2006/03/01
EU501935,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/11
EU501936,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/20
EU501937,987,Japan,2006,137.215474187347,35.5841761876056,2006/02/14
EU501938,987,Japan,2006,137.215474187347,35.5841761876056,2006/02/11
EU501939,987,Japan,2006,137.215474187347,35.5841761876056,2006/04/01
EU501942,987,China,2006,115.751455877455,33.8178483868483,2006/08/03
EU501943,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/28
EU501944,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/04
EU501945,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/16
EU501946,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/17
EU501947,987,Japan,2006,137.215474187347,35.5841761876056,2006/02/07
EU501948,987,Japan,2006,137.215474187347,35.5841761876056,2006/02/01
EU501949,987,Japan,2006,137.215474187347,35.5841761876056,2006/02/24
EU501950,987,Japan,2006,137.215474187347,35.5841761876056,2006/05/02
EU501951,987,South Korea,2006,127.515099340408,36.639213467055,2006/01/20
EU501952,987,South Korea,2006,127.515099340408,36.639213467055,2006/02/14
EU501953,987,South Korea,2006,127.515099340408,36.639213467055,2006/03/08
EU501954,987,South Korea,2006,127.515099340408,36.639213467055,2006/03/10
EU501955,987,China,2006,115.751455877455,33.8178483868483,2006/06/29
EU501956,987,China,2006,115.751455877455,33.8178483868483,2006/06/28
EU501958,987,Japan,2006,137.215474187347,35.5841761876056,2006/03/06
EU501959,987,Russia,2006,20.5,54.71,2006/02/28
EU501960,987,Russia,2006,20.5,54.71,2006/03/10
EU501961,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/16
EU501962,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/19
EU501963,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/18
EU501964,987,Japan,2006,137.215474187347,35.5841761876056,2006/05/09
EU501965,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/31
EU501966,987,USA,2006,-85.74,38.22,2006/04/02
EU501967,987,Mongolia,2006,105.750146079237,47.7937367925039,2006/01/10
EU501968,987,Mongolia,2006,105.750146079237,47.7937367925039,2006/01/06
EU501969,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/20
EU501970,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/24
EU501971,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/06
EU501972,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/21
EU501973,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/16
EU501974,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/13
EU501975,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/26
EU501976,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/26
EU501977,987,Japan,2006,137.215474187347,35.5841761876056,2006/02/03
EU501978,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/04
EU501979,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/18
EU501980,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/26
EU501981,987,Japan,2006,137.215474187347,35.5841761876056,2006/02/16
EU501982,987,Japan,2006,137.215474187347,35.5841761876056,2006/04/08
EU501983,987,France,2006,2.81490078363661,47.2569278333929,2006/02/27
EU501986,987,USA,2006,-90.01,35.11,2006/03/01
EU501987,987,Japan,2006,137.215474187347,35.5841761876056,2006/03/23
EU501988,987,Russia,2006,37.62,55.75,2006/01/25
EU501989,987,Russia,2006,37.62,55.75,2006/02/18
EU501990,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/05
EU501991,987,Japan,2006,137.215474187347,35.5841761876056,2006/02/02
EU501992,987,Japan,2006,137.215474187347,35.5841761876056,2006/04/14
EU501993,987,Japan,2006,137.215474187347,35.5841761876056,2006/04/26
EU501994,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/19
EU501995,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/23
EU501996,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/23
EU501997,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/30
EU501998,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/23
EU501999,987,Japan,2006,137.215474187347,35.5841761876056,2006/02/08
EU502000,987,Japan,2006,137.215474187347,35.5841761876056,2006/02/17
EU502001,987,Japan,2006,137.215474187347,35.5841761876056,2006/02/16
EU502002,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/16
EU502003,987,Nepal,2006,84.837908027285,27.5806936674758,2006/07/11
EU502005,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/19
EU502006,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/31
EU502007,987,Japan,2006,137.215474187347,35.5841761876056,2006/02/10
EU502008,987,Japan,2006,137.215474187347,35.5841761876056,2006/03/15
EU502009,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/11
EU502010,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/10
EU502011,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/30
EU502012,987,Japan,2006,137.215474187347,35.5841761876056,2006/02/02
EU502013,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/30
EU502014,987,Japan,2006,137.215474187347,35.5841761876056,2006/02/06
EU502015,987,Japan,2006,137.215474187347,35.5841761876056,2006/03/04
EU502016,987,Japan,2006,137.215474187347,35.5841761876056,2006/03/14
EU502017,987,Japan,2006,137.215474187347,35.5841761876056,2006/04/16
EU502018,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/07
EU502019,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/13
EU502020,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/10
EU502021,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/29
EU502022,987,Japan,2006,137.215474187347,35.5841761876056,2006/03/15
EU502023,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/18
EU502024,987,Japan,2006,137.215474187347,35.5841761876056,2006/03/14
EU502025,987,Japan,2006,137.215474187347,35.5841761876056,2006/02/10
EU502026,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/11
EU502027,987,Japan,2006,137.215474187347,35.5841761876056,2006/02/16
EU502031,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/07
EU502032,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/11
EU502033,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/26
EU502034,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/26
EU502037,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/11
EU502038,987,Japan,2006,137.215474187347,35.5841761876056,2006/02/21
EU502039,987,Japan,2006,137.215474187347,35.5841761876056,2006/03/10
EU502040,987,Japan,2006,137.215474187347,35.5841761876056,2006/05/26
EU502042,987,Japan,2006,137.215474187347,35.5841761876056,2006/02/03
EU502043,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/28
EU502044,987,Japan,2006,137.215474187347,35.5841761876056,2006/02/11
EU502045,987,Japan,2006,137.215474187347,35.5841761876056,2006/02/26
EU502046,987,Japan,2006,137.215474187347,35.5841761876056,2006/02/15
EU502047,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/16
EU502048,987,Japan,2006,137.215474187347,35.5841761876056,2006/02/20
EU502054,987,Russia,2006,30.32,59.93,2006/02/21
EU502055,987,Russia,2006,30.32,59.93,2006/02/17
EU502058,987,Taiwan,2006,120.967443330781,24.2464318735026,2006/01/21
EU502059,987,Taiwan,2006,120.967443330781,24.2464318735026,2006/02/04
EU502060,987,Taiwan,2006,120.967443330781,24.2464318735026,2006/02/12
EU502061,987,Taiwan,2006,120.967443330781,24.2464318735026,2006/09/17
EU502062,987,Taiwan,2006,120.967443330781,24.2464318735026,2006/09/06
EU502072,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/04
EU502073,987,Japan,2006,137.215474187347,35.5841761876056,2006/02/02
EU502074,987,Japan,2006,137.215474187347,35.5841761876056,2006/02/06
EU502075,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/20
EU502076,987,Japan,2006,137.215474187347,35.5841761876056,2006/02/06
EU502077,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/16
EU502078,987,Ukraine,2006,32.5143767708591,48.7327230909637,2006/03/20
EU502085,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/11
EU502086,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/26
EU502090,987,USA,2006,-85.7,42.89,2006/01/23
EU502091,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/10
EU502092,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/31
EU502093,987,Japan,2006,137.215474187347,35.5841761876056,2006/02/10
EU502094,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/10
EU502095,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/13
EU502096,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/28
EU502097,987,Japan,2006,137.215474187347,35.5841761876056,2006/01/27
EU502098,987,Japan,2006,137.215474187347,35.5841761876056,2006/02/18
EU502099,987,Croatia,2006,16.4146948767736,45.2049006844606,2006/04/15
EU502132,987,USA,2006,-112.07,33.54,2006/01/11
EU502133,987,USA,2006,-112.07,33.54,2006/02/22
EU502134,987,USA,2006,-112.07,33.54,2006/03/02
EU502167,987,Canada,2006,-88.0425788603422,46.6123146954127,2006/02/21
EU502168,987,Canada,2006,-88.0425788603422,46.6123146954127,2006/03/27
EU502175,987,USA,2006,-73.2,41.19,2006/09/27
EU502194,987,USA,2006,-84.42,33.76,2006/01/02
EU502195,987,USA,2006,-84.42,33.76,2006/01/18
EU502196,987,USA,2006,-84.42,33.76,2006/01/23
EU502197,987,USA,2006,-84.42,33.76,2006/01/24
EU502236,987,USA,2006,-76.61,39.3,2006/08/21
EU502242,987,USA,2006,-93.27,44.96,2006/03/13
EU502249,987,USA,2006,-90.24,38.64,2006/01/03
EU502250,987,USA,2006,-90.24,38.64,2006/02/24
EU502251,987,USA,2006,-90.24,38.64,2006/02/03
EU502271,987,USA,2006,-80.83,35.2,2006/03/09
EU502272,987,USA,2006,-80.83,35.2,2006/02/08
EU502273,987,USA,2006,-80.83,35.2,2006/02/21
EU502277,987,USA,2006,-96.01,41.26,2006/01/16
EU502280,987,USA,2006,-96.01,41.26,2006/04/01
EU502287,987,USA,2006,-71.44,42.98,2006/03/06
EU502292,987,USA,2006,-74.76,40.22,2006/01/21
EU502295,987,Nepal,2006,84.837908027285,27.5806936674758,2006/07/10
EU502296,987,Nepal,2006,84.837908027285,27.5806936674758,2006/07/10
EU502297,987,Nepal,2006,84.837908027285,27.5806936674758,2006/07/10
EU502311,987,USA,2006,-73.94,40.67,2006/01/01
EU502312,987,USA,2006,-73.94,40.67,2006/01/26
EU502314,987,USA,2006,-73.94,40.67,2006/04/17
EU502317,987,USA,2006,-81.68,41.48,2006/01/26
EU502322,987,USA,2006,-122.66,45.54,2006/02/06
EU502324,987,France,2006,2.81490078363661,47.2569278333929,2006/03/12
EU502331,987,USA,2006,-71.42,41.82,2006/03/06
EU502347,987,USA,2006,-90.01,35.11,2006/03/07
EU502379,987,Ukraine,2006,32.5143767708591,48.7327230909637,2006/04/07
EU502381,987,Ukraine,2006,32.5143767708591,48.7327230909637,2006/04/20
EU502391,987,USA,2006,-76.04,36.74,2006/01/30
EU502420,987,USA,2006,-87.97,43.06,2006/03/29
EU502421,987,USA,2006,-87.97,43.06,2006/04/07
EU502434,987,USA,2006,-85.7,42.89,2006/02/09
EU502516,987,Norway,2006,9.85276744477849,60.9600065235272,2006/02/16
EU502517,987,Norway,2006,9.85276744477849,60.9600065235272,2006/02/27
EU502519,987,Norway,2006,9.85276744477849,60.9600065235272,2006/02/22
EU502539,987,Japan,2006,137.215474187347,35.5841761876056,2006/10/21
EU502540,987,Japan,2006,137.215474187347,35.5841761876056,2006/12/15
EU502541,987,Bangladesh,2006,90.4113608365672,23.563298204673,2006/10/21
EU502542,987,South Korea,2006,127.515099340408,36.639213467055,2006/11/14
EU502543,987,South Korea,2006,127.515099340408,36.639213467055,2006/11/17
EU502544,987,South Korea,2006,127.515099340408,36.639213467055,2006/11/20
EU502545,987,South Korea,2006,127.515099340408,36.639213467055,2006/11/27
EU502546,987,USA,2006,-73.94,40.67,2006/11/29
EU502548,987,Algeria,2006,3.60475165542409,35.5406441699065,2006/11/05
EU502549,987,Sweden,2006,15.768795481182,58.8116566154526,2006/11/15
EU502550,987,Sweden,2006,15.768795481182,58.8116566154526,2006/11/15
EU502553,987,South Korea,2006,127.515099340408,36.639213467055,2006/11/29
EU502554,987,South Korea,2006,127.515099340408,36.639213467055,2006/12/02
EU502555,987,South Korea,2006,127.515099340408,36.639213467055,2006/12/06
EU502557,987,South Korea,2006,127.515099340408,36.639213467055,2006/11/29
EU502558,987,Canada,2006,-88.0425788603422,46.6123146954127,2006/12/17
EU502559,987,Canada,2006,-88.0425788603422,46.6123146954127,2006/11/24
EU502560,987,Canada,2006,-88.0425788603422,46.6123146954127,2006/11/29
EU502561,987,Canada,2006,-88.0425788603422,46.6123146954127,2006/11/28
EU502562,987,France,2006,2.81490078363661,47.2569278333929,2006/11/22
EU502563,987,South Korea,2006,127.515099340408,36.639213467055,2006/11/22
EU502564,987,South Korea,2006,127.515099340408,36.639213467055,2006/11/22
EU502565,987,South Korea,2006,127.515099340408,36.639213467055,2006/12/04
EU502566,987,South Korea,2006,127.515099340408,36.639213467055,2006/12/07
EU502567,987,South Korea,2006,127.515099340408,36.639213467055,2006/12/07
EU502568,987,South Korea,2006,127.515099340408,36.639213467055,2006/12/11
EU502569,987,South Korea,2006,127.515099340408,36.639213467055,2006/12/11
EU502570,987,Japan,2006,137.215474187347,35.5841761876056,2006/11/22
EU502571,987,Japan,2006,137.215474187347,35.5841761876056,2006/12/07
EU502572,987,Japan,2006,137.215474187347,35.5841761876056,2006/12/11
EU502573,987,USA,2006,-104.87,39.77,2006/12/08
EU502574,987,France,2006,2.81490078363661,47.2569278333929,2006/12/20
EU502575,987,France,2006,2.81490078363661,47.2569278333929,2006/12/22
EU502576,987,France,2006,2.81490078363661,47.2569278333929,2006/12/27
EU502577,987,Norway,2006,9.85276744477849,60.9600065235272,2006/12/01
EU502579,987,USA,2006,-77.02,38.91,2006/12/19
EU502580,987,USA,2006,-77.02,38.91,2006/12/18
EU502581,987,Japan,2006,137.215474187347,35.5841761876056,2006/12/12
EU502582,987,France,2006,2.81490078363661,47.2569278333929,2006/12/30
EU502583,987,France,2006,2.81490078363661,47.2569278333929,2006/12/25
EU502584,987,USA,2006,-87.97,43.06,2006/12/16
EU502585,987,USA,2006,-87.97,43.06,2006/12/16
EU502586,987,USA,2006,-87.97,43.06,2006/12/27
EU502587,987,Sweden,2006,15.768795481182,58.8116566154526,2006/12/05
EU502588,987,Sweden,2006,15.768795481182,58.8116566154526,2006/12/08
EU502589,987,Canada,2006,-88.0425788603422,46.6123146954127,2006/12/29
EU502591,987,South Korea,2006,127.515099340408,36.639213467055,2006/12/25
EU502592,987,South Korea,2006,127.515099340408,36.639213467055,2006/12/25
EU502593,987,South Korea,2006,127.515099340408,36.639213467055,2006/12/14
EU502594,987,China,2006,115.751455877455,33.8178483868483,2006/12/11
EU502595,987,China,2006,115.751455877455,33.8178483868483,2006/12/11
EU502596,987,China,2006,115.751455877455,33.8178483868483,2006/12/11
EU502597,987,China,2006,115.751455877455,33.8178483868483,2006/12/25
EU502598,987,Japan,2006,137.215474187347,35.5841761876056,2006/12/14
EU502599,987,China,2006,115.751455877455,33.8178483868483,2006/12/08
EU502600,987,China,2006,115.751455877455,33.8178483868483,2006/12/08
EU502601,987,China,2006,115.751455877455,33.8178483868483,2006/12/07
EU502602,987,USA,2006,-87.97,43.06,2006/12/27
EU502603,987,Japan,2006,137.215474187347,35.5841761876056,2006/12/26
EU502604,987,Japan,2006,137.215474187347,35.5841761876056,2006/12/14
EU502605,987,Japan,2006,137.215474187347,35.5841761876056,2006/12/11
EU502606,987,China,2006,115.751455877455,33.8178483868483,2006/12/26
EU502608,987,South Korea,2006,127.515099340408,36.639213467055,2006/12/11
EU502609,987,France,2006,2.81490078363661,47.2569278333929,2006/12/18
EU502610,987,France,2006,2.81490078363661,47.2569278333929,2006/12/20
EU502611,987,France,2006,2.81490078363661,47.2569278333929,2006/12/06
EU502612,987,Canada,2006,-88.0425788603422,46.6123146954127,2006/12/28
EU502613,987,Canada,2006,-88.0425788603422,46.6123146954127,2006/12/19
EU502614,987,Canada,2006,-88.0425788603422,46.6123146954127,2006/12/19
EU502615,987,Canada,2006,-88.0425788603422,46.6123146954127,2006/12/21
EU502616,987,Canada,2006,-88.0425788603422,46.6123146954127,2006/12/19
EU502617,987,Canada,2006,-88.0425788603422,46.6123146954127,2006/12/11
EU502618,987,Canada,2006,-88.0425788603422,46.6123146954127,2006/12/06
EU516029,1701,USA,2006,-81.68,41.48,2006/03/01
EU516031,1701,USA,2006,-81.68,41.48,2006/04/03
EU516100,1000,USA,2006,-118.41,34.11,2006/12/08
FJ225998,987,China,2006,115.751455877455,33.8178483868483,2006/04/03
FJ226002,987,China,2006,115.751455877455,33.8178483868483,2006/08/15
FJ226003,987,China,2006,115.751455877455,33.8178483868483,2006/09/06
